t=0, n=0, m=0, rp=0 ---------> 368060566996.5
t=1, n=0, m=0, rp=0 ---------> 792769582261.250244140625
t=0, n=1, m=0, rp=0 ---------> 105653417669.500152587890625
t=1, n=1, m=0, rp=0 ---------> 1140667747926.875
t=0, n=2, m=0, rp=0 ---------> -412849879765.312255859375
t=1, n=2, m=0, rp=0 ---------> 697365174014.3125
t=0, n=3, m=0, rp=0 ---------> -5330651154.3125
t=1, n=3, m=0, rp=0 ---------> 882706814436.3123779296875
t=0, n=4, m=0, rp=0 ---------> 268317584930.93756103515625
t=1, n=4, m=0, rp=0 ---------> 579242187030.375
t=0, n=5, m=0, rp=0 ---------> 79923817880.999847412109375
t=1, n=5, m=0, rp=0 ---------> 406972337074.5628662109375
t=0, n=6, m=0, rp=0 ---------> 103496041590.374908447265625
t=1, n=6, m=0, rp=0 ---------> 811670739367.2501220703125
t=0, n=7, m=0, rp=0 ---------> 286696685828.74993896484375
t=1, n=7, m=0, rp=0 ---------> 477896885422.75006103515625
t=0, n=8, m=0, rp=0 ---------> -150977914410.8751220703125
t=1, n=8, m=0, rp=0 ---------> 732141714033.187744140625
t=0, n=9, m=0, rp=0 ---------> 2260038437.5626220703125
t=1, n=9, m=0, rp=0 ---------> 1307322200456.25
t=0, n=10, m=0, rp=0 ---------> 7467238390.12502288818359375
t=1, n=10, m=0, rp=0 ---------> 498565830600.625
t=0, n=11, m=0, rp=0 ---------> 218912211528.500213623046875
t=1, n=11, m=0, rp=0 ---------> 522302571074.12518310546875
t=0, n=12, m=0, rp=0 ---------> 205032653134.25
t=1, n=12, m=0, rp=0 ---------> 795099657630.0625
t=0, n=13, m=0, rp=0 ---------> 248895039404.8125
t=1, n=13, m=0, rp=0 ---------> 884971761117.3751220703125
t=0, n=14, m=0, rp=0 ---------> -512506563753.374755859375
t=1, n=14, m=0, rp=0 ---------> 427945710756.00006103515625
t=0, n=15, m=0, rp=0 ---------> 37794831498.249969482421875
t=1, n=15, m=0, rp=0 ---------> 575301790665.8125
t=0, n=16, m=0, rp=0 ---------> 134963650306.9375
t=1, n=16, m=0, rp=0 ---------> 317040602287.4376220703125
t=0, n=17, m=0, rp=0 ---------> 107174479660.500396728515625
t=1, n=17, m=0, rp=0 ---------> 1291883329711
t=0, n=18, m=0, rp=0 ---------> 193592364342.2501220703125
