t=0, n=0, m=0, rp=0 ---------> -226831332575.1248779296875
t=1, n=0, m=0, rp=0 ---------> 1395787243638.624755859375
t=0, n=1, m=0, rp=0 ---------> -278776196988.249755859375
t=1, n=1, m=0, rp=0 ---------> -155220170220.62506103515625
t=0, n=2, m=0, rp=0 ---------> -354261020433.187255859375
t=1, n=2, m=0, rp=0 ---------> 9136326980.937530517578125
t=0, n=3, m=0, rp=0 ---------> -382907982859.6875
t=1, n=3, m=0, rp=0 ---------> 510104238607.562255859375
t=0, n=4, m=0, rp=0 ---------> -583414097206.0623779296875
t=1, n=4, m=0, rp=0 ---------> 280259604130.0001220703125
t=0, n=5, m=0, rp=0 ---------> -607224291746.625
t=1, n=5, m=0, rp=0 ---------> 520918249531.8126220703125
t=0, n=6, m=0, rp=0 ---------> 64580234125.2501220703125
t=1, n=6, m=0, rp=0 ---------> 713504846140.625
t=0, n=7, m=0, rp=0 ---------> 32548094006.749847412109375
t=1, n=7, m=0, rp=0 ---------> 507738873834.75
t=0, n=8, m=0, rp=0 ---------> -497523046138.99993896484375
t=1, n=8, m=0, rp=0 ---------> 437780515433.4373779296875
t=0, n=9, m=0, rp=0 ---------> 85224194497.81268310546875
t=1, n=9, m=0, rp=0 ---------> 981525677358.499755859375
t=0, n=10, m=0, rp=0 ---------> -23144539756.250072479248046875
t=1, n=10, m=0, rp=0 ---------> 328917430089.5
t=0, n=11, m=0, rp=0 ---------> -461444179029.5
t=1, n=11, m=0, rp=0 ---------> 520523906679.5001220703125
t=0, n=12, m=0, rp=0 ---------> -291143413795
t=1, n=12, m=0, rp=0 ---------> 197941608044.812347412109375
t=0, n=13, m=0, rp=0 ---------> 235420583137.8125
t=1, n=13, m=0, rp=0 ---------> 321496219027
t=0, n=14, m=0, rp=0 ---------> -435165878881.24981689453125
t=1, n=14, m=0, rp=0 ---------> 457826299132.25
t=0, n=15, m=0, rp=0 ---------> -652966553787.2498779296875
t=1, n=15, m=0, rp=0 ---------> 735561385404.1875
t=0, n=16, m=0, rp=0 ---------> -670669400190.5623779296875
t=1, n=16, m=0, rp=0 ---------> 284948237158.68743896484375
t=0, n=17, m=0, rp=0 ---------> -664745710333.375
t=1, n=17, m=0, rp=0 ---------> -240785706792.9998779296875
t=0, n=18, m=0, rp=0 ---------> -413707353032.375
t=1, n=18, m=0, rp=0 ---------> 393886822926.62493896484375
t=0, n=19, m=0, rp=0 ---------> 92724618140.625091552734375
t=1, n=19, m=0, rp=0 ---------> 607550828324
t=0, n=20, m=0, rp=0 ---------> -380677418568.25
t=1, n=20, m=0, rp=0 ---------> 510119667581.49993896484375
t=0, n=21, m=0, rp=0 ---------> -563139846844.6875
t=1, n=21, m=0, rp=0 ---------> -28227517778.812469482421875
t=0, n=22, m=0, rp=0 ---------> -503041161956.499755859375
t=1, n=22, m=0, rp=0 ---------> 1165367829343.375
t=0, n=23, m=0, rp=0 ---------> -528571199244.4998779296875
t=1, n=23, m=0, rp=0 ---------> -44459908261.624847412109375
t=0, n=24, m=0, rp=0 ---------> -889851775778.8125
t=1, n=24, m=0, rp=0 ---------> 981648203615.999755859375
t=0, n=25, m=0, rp=0 ---------> -455043637731.18719482421875
t=1, n=25, m=0, rp=0 ---------> 645864812823.874755859375
t=0, n=26, m=0, rp=0 ---------> -382289825688.875
t=1, n=26, m=0, rp=0 ---------> 351883350741.1876220703125
t=0, n=27, m=0, rp=0 ---------> -292803548582.375
t=1, n=27, m=0, rp=0 ---------> 192332423929.687347412109375
t=0, n=28, m=0, rp=0 ---------> -270842768807.3748779296875
t=1, n=28, m=0, rp=0 ---------> 983120460807
t=0, n=29, m=0, rp=0 ---------> -875221589893.4998779296875
t=1, n=29, m=0, rp=0 ---------> 57025561701.499969482421875
t=0, n=30, m=0, rp=0 ---------> -261914606716.375030517578125
t=1, n=30, m=0, rp=0 ---------> 967960440229.625
t=0, n=31, m=0, rp=0 ---------> -231238299748.18719482421875
t=1, n=31, m=0, rp=0 ---------> 709617085158.5625
t=0, n=32, m=0, rp=0 ---------> -132025170894.99981689453125
t=1, n=32, m=0, rp=0 ---------> 1116133872733.5
t=0, n=33, m=0, rp=0 ---------> -187841060159.875
t=1, n=33, m=0, rp=0 ---------> -164872399037.81256103515625
t=0, n=34, m=0, rp=0 ---------> -626846446387.8751220703125
t=1, n=34, m=0, rp=0 ---------> -1778819724.00000762939453125
t=0, n=35, m=0, rp=0 ---------> -114454784736.8124847412109375
t=1, n=35, m=0, rp=0 ---------> 214195689986
t=0, n=36, m=0, rp=0 ---------> -53126087874.24981689453125
t=1, n=36, m=0, rp=0 ---------> 561179880664.9375
t=0, n=37, m=0, rp=0 ---------> -234379312350.875152587890625
t=1, n=37, m=0, rp=0 ---------> 1080004499671.0625
t=0, n=38, m=0, rp=0 ---------> 5931619646.812591552734375
t=1, n=38, m=0, rp=0 ---------> 559112953272.125
t=0, n=39, m=0, rp=0 ---------> -331215936640.6248779296875
t=1, n=39, m=0, rp=0 ---------> 317505557632.25
t=0, n=40, m=0, rp=0 ---------> 9138869433.0625
t=1, n=40, m=0, rp=0 ---------> 570843224509.9998779296875
t=0, n=41, m=0, rp=0 ---------> -325695535287.4375
t=1, n=41, m=0, rp=0 ---------> 462382171772.750244140625
t=0, n=42, m=0, rp=0 ---------> -644078687601.625
t=1, n=42, m=0, rp=0 ---------> 447012148790.5
t=0, n=43, m=0, rp=0 ---------> -160261133417.000030517578125
t=1, n=43, m=0, rp=0 ---------> 445321244950.06256103515625
t=0, n=44, m=0, rp=0 ---------> -36395068716.0000152587890625
t=1, n=44, m=0, rp=0 ---------> 7366538968.0000171661376953125
t=0, n=45, m=0, rp=0 ---------> -20124816712.00000762939453125
t=1, n=45, m=0, rp=0 ---------> -45890288647.99999237060546875
t=0, n=0, m=1, rp=0 ---------> -384048110443.3126220703125
t=1, n=0, m=1, rp=0 ---------> 376068942909.31243896484375
t=0, n=1, m=1, rp=0 ---------> -896847301009.6248779296875
t=1, n=1, m=1, rp=0 ---------> -217931454320.74981689453125
t=0, n=2, m=1, rp=0 ---------> -875294618418.75
t=1, n=2, m=1, rp=0 ---------> -478213010627.56243896484375
t=0, n=3, m=1, rp=0 ---------> -798245373531.1248779296875
t=1, n=3, m=1, rp=0 ---------> -5557197479.0001068115234375
t=0, n=4, m=1, rp=0 ---------> -782515991955.4998779296875
t=1, n=4, m=1, rp=0 ---------> 116546084901.875030517578125
t=0, n=5, m=1, rp=0 ---------> -946261902461.5625
t=1, n=5, m=1, rp=0 ---------> 181089503427.62481689453125
t=0, n=6, m=1, rp=0 ---------> 21156699268.25018310546875
t=1, n=6, m=1, rp=0 ---------> 77447035399.62493896484375
t=0, n=7, m=1, rp=0 ---------> -111758795370.749908447265625
t=1, n=7, m=1, rp=0 ---------> 145084177111.8748779296875
t=0, n=8, m=1, rp=0 ---------> -1010800271452.062255859375
t=1, n=8, m=1, rp=0 ---------> -224911929435.437530517578125
t=0, n=9, m=1, rp=0 ---------> -262431090536.437774658203125
t=1, n=9, m=1, rp=0 ---------> 84860865881.499969482421875
t=0, n=10, m=1, rp=0 ---------> -179177593444.62481689453125
t=1, n=10, m=1, rp=0 ---------> 109987330656.18743896484375
t=0, n=11, m=1, rp=0 ---------> -839654775671.9375
t=1, n=11, m=1, rp=0 ---------> 215532228278.562591552734375
t=0, n=12, m=1, rp=0 ---------> -516386438373.37493896484375
t=1, n=12, m=1, rp=0 ---------> 33246846567.87493896484375
t=0, n=13, m=1, rp=0 ---------> 25700038501.37493896484375
t=1, n=13, m=1, rp=0 ---------> -57476088296.1875
t=0, n=14, m=1, rp=0 ---------> -942256635793.5
t=1, n=14, m=1, rp=0 ---------> -303261175179.187255859375
t=0, n=15, m=1, rp=0 ---------> -844336379274.9375
t=1, n=15, m=1, rp=0 ---------> 66465482514.6876220703125
t=0, n=16, m=1, rp=0 ---------> -822835954363.5
t=1, n=16, m=1, rp=0 ---------> -45786991014.81237030029296875
t=0, n=17, m=1, rp=0 ---------> -1467722612181.3125
t=1, n=17, m=1, rp=0 ---------> -235666374120.749847412109375
t=0, n=18, m=1, rp=0 ---------> -664256399071.75
t=1, n=18, m=1, rp=0 ---------> 11198218169.00006103515625
t=0, n=19, m=1, rp=0 ---------> 263766103573.5
t=1, n=19, m=1, rp=0 ---------> 289529410764.87506103515625
t=0, n=20, m=1, rp=0 ---------> -545498622453.4373779296875
t=1, n=20, m=1, rp=0 ---------> 149680785283.874755859375
t=0, n=21, m=1, rp=0 ---------> -717580579234.0625
t=1, n=21, m=1, rp=0 ---------> -34314569425.68755340576171875
t=0, n=22, m=1, rp=0 ---------> -738844823272.375
t=1, n=22, m=1, rp=0 ---------> 516054815087.62457275390625
t=0, n=23, m=1, rp=0 ---------> -1074101036144.9998779296875
t=1, n=23, m=1, rp=0 ---------> -161263403235.3751220703125
t=0, n=24, m=1, rp=0 ---------> -1166643335250.875
t=1, n=24, m=1, rp=0 ---------> 73466564261.687469482421875
t=0, n=25, m=1, rp=0 ---------> -883342242565.2498779296875
t=1, n=25, m=1, rp=0 ---------> -107407693609.1251678466796875
t=0, n=26, m=1, rp=0 ---------> -787761400279.4375
t=1, n=26, m=1, rp=0 ---------> 187993174458.1251220703125
t=0, n=27, m=1, rp=0 ---------> -570545230176.4998779296875
t=1, n=27, m=1, rp=0 ---------> -227861670082.562530517578125
t=0, n=28, m=1, rp=0 ---------> -223718657000.249847412109375
t=1, n=28, m=1, rp=0 ---------> 296992521769.9373779296875
t=0, n=29, m=1, rp=0 ---------> -1179124131154
t=1, n=29, m=1, rp=0 ---------> -161769342809.31256103515625
t=0, n=30, m=1, rp=0 ---------> -456286098555.31243896484375
t=1, n=30, m=1, rp=0 ---------> 181872459268.687347412109375
t=0, n=31, m=1, rp=0 ---------> -257851288560.93743896484375
t=1, n=31, m=1, rp=0 ---------> 329257007700.56256103515625
t=0, n=32, m=1, rp=0 ---------> 15201602594.87530517578125
t=1, n=32, m=1, rp=0 ---------> 299486824040.5625
t=0, n=33, m=1, rp=0 ---------> -542306162204.68743896484375
t=1, n=33, m=1, rp=0 ---------> -166150697019.8123779296875
t=0, n=34, m=1, rp=0 ---------> -1330350127907.375
t=1, n=34, m=1, rp=0 ---------> -86293325701.624908447265625
t=0, n=35, m=1, rp=0 ---------> -342199956730.625
t=1, n=35, m=1, rp=0 ---------> -75317502546.312530517578125
t=0, n=36, m=1, rp=0 ---------> 29856494260.562591552734375
t=1, n=36, m=1, rp=0 ---------> 230463347160.87493896484375
t=0, n=37, m=1, rp=0 ---------> -514404709690.56256103515625
t=1, n=37, m=1, rp=0 ---------> 135333834431.00018310546875
t=0, n=38, m=1, rp=0 ---------> -83139352169.9375152587890625
t=1, n=38, m=1, rp=0 ---------> 199311904256.499969482421875
t=0, n=39, m=1, rp=0 ---------> -483459857984.37493896484375
t=1, n=39, m=1, rp=0 ---------> -157899433438.374847412109375
t=0, n=40, m=1, rp=0 ---------> -129745868899.062469482421875
t=1, n=40, m=1, rp=0 ---------> -44904843641.0624847412109375
t=0, n=41, m=1, rp=0 ---------> -215443567568.06243896484375
