t=1, n=22, r=1, m=35, rp=2 ---------> 1.38306e+12
t=0, n=23, r=1, m=35, rp=2 ---------> 1.52293e+12
t=1, n=23, r=1, m=35, rp=2 ---------> 4.43556e+11
t=0, n=24, r=1, m=35, rp=2 ---------> 2.8744e+12
t=1, n=24, r=1, m=35, rp=2 ---------> 1.49607e+11
t=0, n=25, r=1, m=35, rp=2 ---------> 2.13178e+12
t=1, n=25, r=1, m=35, rp=2 ---------> 1.35836e+11
t=0, n=26, r=1, m=35, rp=2 ---------> 9.08382e+11
t=1, n=26, r=1, m=35, rp=2 ---------> 8.60603e+11
t=0, n=27, r=1, m=35, rp=2 ---------> 1.2719e+12
t=1, n=27, r=1, m=35, rp=2 ---------> -3.17282e+11
t=0, n=28, r=1, m=35, rp=2 ---------> 1.55626e+12
t=1, n=28, r=1, m=35, rp=2 ---------> 4.19182e+10
t=0, n=29, r=1, m=35, rp=2 ---------> 1.62738e+12
t=1, n=29, r=1, m=35, rp=2 ---------> 1.31769e+11
t=0, n=30, r=1, m=35, rp=2 ---------> 1.77094e+12
t=1, n=30, r=1, m=35, rp=2 ---------> 9.4068e+09
t=0, n=31, r=1, m=35, rp=2 ---------> 1.77832e+12
t=1, n=31, r=1, m=35, rp=2 ---------> 6.34217e+11
t=0, n=32, r=1, m=35, rp=2 ---------> 1.77544e+12
t=1, n=32, r=1, m=35, rp=2 ---------> 1.61637e+11
t=0, n=33, r=1, m=35, rp=2 ---------> 6.97942e+11
t=1, n=33, r=1, m=35, rp=2 ---------> 2.62842e+11
t=0, n=34, r=1, m=35, rp=2 ---------> 1.5609e+12
t=1, n=34, r=1, m=35, rp=2 ---------> 1.03891e+12
t=0, n=35, r=1, m=35, rp=2 ---------> 7.87077e+11
t=1, n=35, r=1, m=35, rp=2 ---------> 3.6642e+11
t=0, n=36, r=1, m=35, rp=2 ---------> 5.3039e+11
t=1, n=36, r=1, m=35, rp=2 ---------> 6.55437e+11
t=0, n=37, r=1, m=35, rp=2 ---------> 1.60704e+12
t=1, n=37, r=1, m=35, rp=2 ---------> 5.94257e+11
t=0, n=38, r=1, m=35, rp=2 ---------> 1.59273e+12
t=1, n=38, r=1, m=35, rp=2 ---------> 4.61423e+11
t=0, n=39, r=1, m=35, rp=2 ---------> 1.72645e+12
t=1, n=39, r=1, m=35, rp=2 ---------> 1.38843e+11
t=0, n=40, r=1, m=35, rp=2 ---------> 9.81927e+11
t=1, n=40, r=1, m=35, rp=2 ---------> 2.17414e+11
t=0, n=41, r=1, m=35, rp=2 ---------> 9.98115e+11
t=1, n=41, r=1, m=35, rp=2 ---------> -5.27661e+11
t=0, n=42, r=1, m=35, rp=2 ---------> 1.37365e+12
t=1, n=42, r=1, m=35, rp=2 ---------> 3.01165e+11
t=0, n=43, r=1, m=35, rp=2 ---------> 3.26292e+11
t=1, n=43, r=1, m=35, rp=2 ---------> 2.97928e+11
t=0, n=44, r=1, m=35, rp=2 ---------> 6.21879e+10
t=1, n=44, r=1, m=35, rp=2 ---------> 6.3613e+10
t=0, n=0, r=2, m=35, rp=2 ---------> -2.79105e+12
t=1, n=0, r=2, m=35, rp=2 ---------> -1.84517e+12
t=0, n=1, r=2, m=35, rp=2 ---------> -2.49591e+12
t=1, n=1, r=2, m=35, rp=2 ---------> -1.64479e+12
t=0, n=2, r=2, m=35, rp=2 ---------> -2.80467e+12
t=1, n=2, r=2, m=35, rp=2 ---------> -1.24427e+12
t=0, n=3, r=2, m=35, rp=2 ---------> -3.27788e+12
t=1, n=3, r=2, m=35, rp=2 ---------> -1.56323e+12
t=0, n=4, r=2, m=35, rp=2 ---------> -2.42675e+12
t=1, n=4, r=2, m=35, rp=2 ---------> -8.98604e+11
t=0, n=5, r=2, m=35, rp=2 ---------> -2.59508e+12
t=1, n=5, r=2, m=35, rp=2 ---------> -1.68913e+12
t=0, n=6, r=2, m=35, rp=2 ---------> -2.05532e+12
t=1, n=6, r=2, m=35, rp=2 ---------> -1.0463e+12
t=0, n=7, r=2, m=35, rp=2 ---------> -1.27504e+12
t=1, n=7, r=2, m=35, rp=2 ---------> -1.23338e+12
t=0, n=8, r=2, m=35, rp=2 ---------> -3.6234e+12
t=1, n=8, r=2, m=35, rp=2 ---------> -1.61089e+12
t=0, n=9, r=2, m=35, rp=2 ---------> -2.55225e+12
t=1, n=9, r=2, m=35, rp=2 ---------> -2.09456e+12
t=0, n=10, r=2, m=35, rp=2 ---------> -1.38748e+12
t=1, n=10, r=2, m=35, rp=2 ---------> -8.69968e+11
t=0, n=11, r=2, m=35, rp=2 ---------> -2.02208e+12
t=1, n=11, r=2, m=35, rp=2 ---------> -1.26704e+12
t=0, n=12, r=2, m=35, rp=2 ---------> -1.76921e+12
t=1, n=12, r=2, m=35, rp=2 ---------> -7.46072e+11
t=0, n=13, r=2, m=35, rp=2 ---------> -1.70497e+12
t=1, n=13, r=2, m=35, rp=2 ---------> -1.45528e+12
t=0, n=14, r=2, m=35, rp=2 ---------> -2.99158e+12
t=1, n=14, r=2, m=35, rp=2 ---------> -1.68932e+12
t=0, n=15, r=2, m=35, rp=2 ---------> -2.8781e+12
t=1, n=15, r=2, m=35, rp=2 ---------> -5.55104e+11
t=0, n=16, r=2, m=35, rp=2 ---------> -1.66728e+12
t=1, n=16, r=2, m=35, rp=2 ---------> -4.92248e+11
t=0, n=17, r=2, m=35, rp=2 ---------> -2.66894e+12
t=1, n=17, r=2, m=35, rp=2 ---------> -1.68444e+12
t=0, n=18, r=2, m=35, rp=2 ---------> -1.66173e+12
t=1, n=18, r=2, m=35, rp=2 ---------> -4.165e+11
t=0, n=19, r=2, m=35, rp=2 ---------> -5.55466e+10
t=1, n=19, r=2, m=35, rp=2 ---------> -9.58304e+09
t=0, n=20, r=2, m=35, rp=2 ---------> -2.00384e+12
t=1, n=20, r=2, m=35, rp=2 ---------> -1.16213e+12
t=0, n=21, r=2, m=35, rp=2 ---------> -1.61423e+12
t=1, n=21, r=2, m=35, rp=2 ---------> -7.47369e+11
t=0, n=22, r=2, m=35, rp=2 ---------> -3.14223e+12
t=1, n=22, r=2, m=35, rp=2 ---------> -2.26792e+12
t=0, n=23, r=2, m=35, rp=2 ---------> -2.77144e+12
t=1, n=23, r=2, m=35, rp=2 ---------> -1.75681e+12
t=0, n=24, r=2, m=35, rp=2 ---------> -4.2808e+12
t=1, n=24, r=2, m=35, rp=2 ---------> -1.50306e+12
t=0, n=25, r=2, m=35, rp=2 ---------> -3.49798e+12
t=1, n=25, r=2, m=35, rp=2 ---------> -1.78814e+12
t=0, n=26, r=2, m=35, rp=2 ---------> -1.50124e+12
t=1, n=26, r=2, m=35, rp=2 ---------> -1.59243e+12
t=0, n=27, r=2, m=35, rp=2 ---------> -2.68109e+12
t=1, n=27, r=2, m=35, rp=2 ---------> -9.92505e+11
t=0, n=28, r=2, m=35, rp=2 ---------> -1.83392e+12
t=1, n=28, r=2, m=35, rp=2 ---------> -7.93089e+11
t=0, n=29, r=2, m=35, rp=2 ---------> -3.13639e+12
t=1, n=29, r=2, m=35, rp=2 ---------> -1.11546e+12
t=0, n=30, r=2, m=35, rp=2 ---------> -2.39721e+12
t=1, n=30, r=2, m=35, rp=2 ---------> -5.95066e+11
t=0, n=31, r=2, m=35, rp=2 ---------> -1.35658e+12
t=1, n=31, r=2, m=35, rp=2 ---------> -7.29023e+11
t=0, n=32, r=2, m=35, rp=2 ---------> -2.01275e+12
t=1, n=32, r=2, m=35, rp=2 ---------> -3.46223e+11
t=0, n=33, r=2, m=35, rp=2 ---------> -1.00496e+12
t=1, n=33, r=2, m=35, rp=2 ---------> -7.17315e+11
t=0, n=34, r=2, m=35, rp=2 ---------> -2.33984e+12
t=1, n=34, r=2, m=35, rp=2 ---------> -1.36419e+12
t=0, n=35, r=2, m=35, rp=2 ---------> -1.30841e+12
t=1, n=35, r=2, m=35, rp=2 ---------> -9.33872e+11
t=0, n=36, r=2, m=35, rp=2 ---------> -6.70586e+11
t=1, n=36, r=2, m=35, rp=2 ---------> -4.45201e+11
t=0, n=37, r=2, m=35, rp=2 ---------> -2.34953e+12
t=1, n=37, r=2, m=35, rp=2 ---------> -1.2673e+12
t=0, n=38, r=2, m=35, rp=2 ---------> -1.57306e+12
t=1, n=38, r=2, m=35, rp=2 ---------> -5.56631e+11
t=0, n=39, r=2, m=35, rp=2 ---------> -2.52355e+12
t=1, n=39, r=2, m=35, rp=2 ---------> -6.8596e+11
t=0, n=40, r=2, m=35, rp=2 ---------> -1.60357e+12
t=1, n=40, r=2, m=35, rp=2 ---------> -6.04972e+11
t=0, n=41, r=2, m=35, rp=2 ---------> -1.41221e+12
t=1, n=41, r=2, m=35, rp=2 ---------> -3.73802e+10
t=0, n=42, r=2, m=35, rp=2 ---------> -2.43255e+12
t=1, n=42, r=2, m=35, rp=2 ---------> -1.14614e+12
t=0, n=43, r=2, m=35, rp=2 ---------> -5.66729e+11
t=1, n=43, r=2, m=35, rp=2 ---------> -4.98299e+11
t=0, n=44, r=2, m=35, rp=2 ---------> 6.22057e+10
t=1, n=44, r=2, m=35, rp=2 ---------> -3.18336e+09
t=0, n=0, r=3, m=35, rp=2 ---------> 1.77537e+11
t=1, n=0, r=3, m=35, rp=2 ---------> 2.22011e+12
t=0, n=1, r=3, m=35, rp=2 ---------> 3.94278e+11
t=1, n=1, r=3, m=35, rp=2 ---------> 1.61515e+12
t=0, n=2, r=3, m=35, rp=2 ---------> 6.34e+11
t=1, n=2, r=3, m=35, rp=2 ---------> 1.20579e+12
t=0, n=3, r=3, m=35, rp=2 ---------> 3.98967e+11
t=1, n=3, r=3, m=35, rp=2 ---------> 1.62596e+12
t=0, n=4, r=3, m=35, rp=2 ---------> -2.22583e+10
t=1, n=4, r=3, m=35, rp=2 ---------> 1.48757e+12
t=0, n=5, r=3, m=35, rp=2 ---------> 2.62725e+11
t=1, n=5, r=3, m=35, rp=2 ---------> 1.5984e+12
t=0, n=6, r=3, m=35, rp=2 ---------> 8.53459e+10
t=1, n=6, r=3, m=35, rp=2 ---------> 1.47727e+12
t=0, n=7, r=3, m=35, rp=2 ---------> -1.20682e+11
t=1, n=7, r=3, m=35, rp=2 ---------> 1.1335e+12
t=0, n=8, r=3, m=35, rp=2 ---------> 4.78717e+11
t=1, n=8, r=3, m=35, rp=2 ---------> 1.60264e+12
t=0, n=9, r=3, m=35, rp=2 ---------> 9.74841e+11
t=1, n=9, r=3, m=35, rp=2 ---------> 2.16541e+12
t=0, n=10, r=3, m=35, rp=2 ---------> 6.25494e+10
t=1, n=10, r=3, m=35, rp=2 ---------> 8.31753e+11
t=0, n=11, r=3, m=35, rp=2 ---------> 1.16664e+11
t=1, n=11, r=3, m=35, rp=2 ---------> 1.4535e+12
t=0, n=12, r=3, m=35, rp=2 ---------> 3.19223e+10
t=1, n=12, r=3, m=35, rp=2 ---------> 9.63805e+11
t=0, n=13, r=3, m=35, rp=2 ---------> 2.62458e+11
t=1, n=13, r=3, m=35, rp=2 ---------> 1.18248e+12
t=0, n=14, r=3, m=35, rp=2 ---------> 7.55603e+11
t=1, n=14, r=3, m=35, rp=2 ---------> 1.5506e+12
t=0, n=15, r=3, m=35, rp=2 ---------> 1.61089e+11
t=1, n=15, r=3, m=35, rp=2 ---------> 1.6419e+12
t=0, n=16, r=3, m=35, rp=2 ---------> 2.21099e+11
t=1, n=16, r=3, m=35, rp=2 ---------> 1.17008e+12
t=0, n=17, r=3, m=35, rp=2 ---------> 6.16257e+11
t=1, n=17, r=3, m=35, rp=2 ---------> 1.74512e+12
t=0, n=18, r=3, m=35, rp=2 ---------> -2.42223e+11
t=1, n=18, r=3, m=35, rp=2 ---------> 1.26005e+12
t=0, n=19, r=3, m=35, rp=2 ---------> -2.76704e+11
t=1, n=19, r=3, m=35, rp=2 ---------> 2.84549e+11
t=0, n=20, r=3, m=35, rp=2 ---------> 8.49736e+10
t=1, n=20, r=3, m=35, rp=2 ---------> 1.07247e+12
t=0, n=21, r=3, m=35, rp=2 ---------> -1.58769e+11
t=1, n=21, r=3, m=35, rp=2 ---------> 6.02701e+11
t=0, n=22, r=3, m=35, rp=2 ---------> 1.12022e+11
t=1, n=22, r=3, m=35, rp=2 ---------> 2.23379e+12
t=0, n=23, r=3, m=35, rp=2 ---------> 4.81691e+11
t=1, n=23, r=3, m=35, rp=2 ---------> 1.12781e+12
t=0, n=24, r=3, m=35, rp=2 ---------> 2.09021e+11
t=1, n=24, r=3, m=35, rp=2 ---------> 2.41159e+12
t=0, n=25, r=3, m=35, rp=2 ---------> 8.41474e+11
t=1, n=25, r=3, m=35, rp=2 ---------> 1.72169e+12
t=0, n=26, r=3, m=35, rp=2 ---------> 2.00467e+11
t=1, n=26, r=3, m=35, rp=2 ---------> 1.21554e+12
t=0, n=27, r=3, m=35, rp=2 ---------> 1.41506e+11
t=1, n=27, r=3, m=35, rp=2 ---------> 9.56453e+11
t=0, n=28, r=3, m=35, rp=2 ---------> -1.90843e+11
t=1, n=28, r=3, m=35, rp=2 ---------> 1.65974e+12
t=0, n=29, r=3, m=35, rp=2 ---------> 1.33824e+11
t=1, n=29, r=3, m=35, rp=2 ---------> 1.39868e+12
t=0, n=30, r=3, m=35, rp=2 ---------> 2.90107e+11
t=1, n=30, r=3, m=35, rp=2 ---------> 1.80939e+12
t=0, n=31, r=3, m=35, rp=2 ---------> 3.04045e+11
t=1, n=31, r=3, m=35, rp=2 ---------> 8.84566e+11
t=0, n=32, r=3, m=35, rp=2 ---------> -1.10377e+11
t=1, n=32, r=3, m=35, rp=2 ---------> 1.22742e+12
t=0, n=33, r=3, m=35, rp=2 ---------> 3.60819e+11
t=1, n=33, r=3, m=35, rp=2 ---------> 6.08055e+11
t=0, n=34, r=3, m=35, rp=2 ---------> 4.72271e+11
t=1, n=34, r=3, m=35, rp=2 ---------> 1.74843e+12
t=0, n=35, r=3, m=35, rp=2 ---------> 3.04687e+11
t=1, n=35, r=3, m=35, rp=2 ---------> 7.22906e+11
t=0, n=36, r=3, m=35, rp=2 ---------> -2.80871e+11
t=1, n=36, r=3, m=35, rp=2 ---------> 7.96716e+11
t=0, n=37, r=3, m=35, rp=2 ---------> 5.63884e+11
t=1, n=37, r=3, m=35, rp=2 ---------> 1.40279e+12
t=0, n=38, r=3, m=35, rp=2 ---------> -3.57684e+11
t=1, n=38, r=3, m=35, rp=2 ---------> 1.24302e+12
t=0, n=39, r=3, m=35, rp=2 ---------> -1.91974e+11
t=1, n=39, r=3, m=35, rp=2 ---------> 1.28096e+12
t=0, n=40, r=3, m=35, rp=2 ---------> 3.0065e+11
t=1, n=40, r=3, m=35, rp=2 ---------> 1.06495e+12
t=0, n=41, r=3, m=35, rp=2 ---------> -3.61593e+11
t=1, n=41, r=3, m=35, rp=2 ---------> 6.23228e+11
t=0, n=42, r=3, m=35, rp=2 ---------> 2.10931e+11
t=1, n=42, r=3, m=35, rp=2 ---------> 1.57482e+12
t=0, n=43, r=3, m=35, rp=2 ---------> -8.11691e+10
t=1, n=43, r=3, m=35, rp=2 ---------> 9.2233e+11
t=0, n=44, r=3, m=35, rp=2 ---------> -1.40911e+10
t=1, n=44, r=3, m=35, rp=2 ---------> -3.28395e+10
t=0, n=0, r=0, m=36, rp=2 ---------> -3.80238e+11
t=1, n=0, r=0, m=36, rp=2 ---------> -1.27503e+12
t=0, n=1, r=0, m=36, rp=2 ---------> 1.50254e+11
t=1, n=1, r=0, m=36, rp=2 ---------> -1.0038e+12
t=0, n=2, r=0, m=36, rp=2 ---------> -1.54184e+11
t=1, n=2, r=0, m=36, rp=2 ---------> -8.64689e+11
t=0, n=3, r=0, m=36, rp=2 ---------> 9.31832e+10
t=1, n=3, r=0, m=36, rp=2 ---------> -1.05036e+12
t=0, n=4, r=0, m=36, rp=2 ---------> -2.18365e+11
t=1, n=4, r=0, m=36, rp=2 ---------> -1.05674e+12
t=0, n=5, r=0, m=36, rp=2 ---------> -2.30814e+11
t=1, n=5, r=0, m=36, rp=2 ---------> -6.87256e+11
t=0, n=6, r=0, m=36, rp=2 ---------> -1.90679e+11
t=1, n=6, r=0, m=36, rp=2 ---------> -8.8394e+11
t=0, n=7, r=0, m=36, rp=2 ---------> -5.06775e+10
t=1, n=7, r=0, m=36, rp=2 ---------> -8.20648e+11
t=0, n=8, r=0, m=36, rp=2 ---------> 1.2273e+11
t=1, n=8, r=0, m=36, rp=2 ---------> -9.24051e+11
t=0, n=9, r=0, m=36, rp=2 ---------> -3.88431e+11
t=1, n=9, r=0, m=36, rp=2 ---------> -8.29747e+11
t=0, n=10, r=0, m=36, rp=2 ---------> 2.10383e+10
t=1, n=10, r=0, m=36, rp=2 ---------> -2.73781e+11
t=0, n=11, r=0, m=36, rp=2 ---------> -3.97286e+11
t=1, n=11, r=0, m=36, rp=2 ---------> -6.96335e+11
t=0, n=12, r=0, m=36, rp=2 ---------> 3.83041e+10
t=1, n=12, r=0, m=36, rp=2 ---------> -6.49573e+11
t=0, n=13, r=0, m=36, rp=2 ---------> -8.35846e+10
t=1, n=13, r=0, m=36, rp=2 ---------> -4.76633e+11
t=0, n=14, r=0, m=36, rp=2 ---------> -3.89656e+11
t=1, n=14, r=0, m=36, rp=2 ---------> -1.19983e+12
t=0, n=15, r=0, m=36, rp=2 ---------> 1.54333e+11
t=1, n=15, r=0, m=36, rp=2 ---------> -1.03593e+12
t=0, n=16, r=0, m=36, rp=2 ---------> -1.53438e+11
t=1, n=16, r=0, m=36, rp=2 ---------> -5.41168e+11
t=0, n=17, r=0, m=36, rp=2 ---------> -2.78303e+11
t=1, n=17, r=0, m=36, rp=2 ---------> -8.40967e+11
t=0, n=18, r=0, m=36, rp=2 ---------> -5.71289e+11
t=1, n=18, r=0, m=36, rp=2 ---------> -7.07969e+11
t=0, n=19, r=0, m=36, rp=2 ---------> -4.61633e+10
t=1, n=19, r=0, m=36, rp=2 ---------> -3.02717e+11
t=0, n=20, r=0, m=36, rp=2 ---------> 2.01489e+10
t=1, n=20, r=0, m=36, rp=2 ---------> -7.03161e+11
t=0, n=21, r=0, m=36, rp=2 ---------> 1.25873e+11
t=1, n=21, r=0, m=36, rp=2 ---------> -2.52927e+11
t=0, n=22, r=0, m=36, rp=2 ---------> -1.43729e+11
t=1, n=22, r=0, m=36, rp=2 ---------> -1.44619e+12
t=0, n=23, r=0, m=36, rp=2 ---------> -5.43309e+09
t=1, n=23, r=0, m=36, rp=2 ---------> -5.36336e+11
t=0, n=24, r=0, m=36, rp=2 ---------> -1.58886e+11
t=1, n=24, r=0, m=36, rp=2 ---------> -1.62036e+12
t=0, n=25, r=0, m=36, rp=2 ---------> 7.04215e+09
t=1, n=25, r=0, m=36, rp=2 ---------> -9.83378e+11
t=0, n=26, r=0, m=36, rp=2 ---------> -3.85646e+11
t=1, n=26, r=0, m=36, rp=2 ---------> -4.21565e+11
t=0, n=27, r=0, m=36, rp=2 ---------> 5.99935e+11
t=1, n=27, r=0, m=36, rp=2 ---------> -7.62623e+11
t=0, n=28, r=0, m=36, rp=2 ---------> -5.82409e+11
t=1, n=28, r=0, m=36, rp=2 ---------> -7.92577e+11
t=0, n=29, r=0, m=36, rp=2 ---------> -1.89581e+10
t=1, n=29, r=0, m=36, rp=2 ---------> -8.56883e+11
t=0, n=30, r=0, m=36, rp=2 ---------> -1.11455e+11
t=1, n=30, r=0, m=36, rp=2 ---------> -7.66379e+11
t=0, n=31, r=0, m=36, rp=2 ---------> -1.42107e+11
t=1, n=31, r=0, m=36, rp=2 ---------> -9.65665e+11
t=0, n=32, r=0, m=36, rp=2 ---------> 5.13016e+10
t=1, n=32, r=0, m=36, rp=2 ---------> -8.26939e+11
t=0, n=33, r=0, m=36, rp=2 ---------> -4.62629e+10
t=1, n=33, r=0, m=36, rp=2 ---------> -2.0578e+11
t=0, n=34, r=0, m=36, rp=2 ---------> -5.22901e+11
t=1, n=34, r=0, m=36, rp=2 ---------> -1.15613e+12
t=0, n=35, r=0, m=36, rp=2 ---------> -1.26882e+11
t=1, n=35, r=0, m=36, rp=2 ---------> -4.22551e+11
t=0, n=36, r=0, m=36, rp=2 ---------> -2.19788e+11
t=1, n=36, r=0, m=36, rp=2 ---------> -6.84482e+11
t=0, n=37, r=0, m=36, rp=2 ---------> -5.81236e+11
t=1, n=37, r=0, m=36, rp=2 ---------> -7.79747e+11
t=0, n=38, r=0, m=36, rp=2 ---------> 1.74e+11
t=1, n=38, r=0, m=36, rp=2 ---------> -1.07998e+12
t=0, n=39, r=0, m=36, rp=2 ---------> 1.36164e+11
t=1, n=39, r=0, m=36, rp=2 ---------> -1.08088e+12
t=0, n=40, r=0, m=36, rp=2 ---------> 7.94084e+10
t=1, n=40, r=0, m=36, rp=2 ---------> -4.72185e+11
t=0, n=41, r=0, m=36, rp=2 ---------> 1.35394e+11
t=1, n=41, r=0, m=36, rp=2 ---------> -7.19582e+11
t=0, n=42, r=0, m=36, rp=2 ---------> -9.33828e+10
t=1, n=42, r=0, m=36, rp=2 ---------> -8.41541e+11
t=0, n=43, r=0, m=36, rp=2 ---------> -8.66752e+10
t=1, n=43, r=0, m=36, rp=2 ---------> -5.75172e+11
t=0, n=44, r=0, m=36, rp=2 ---------> 6.4803e+10
t=1, n=44, r=0, m=36, rp=2 ---------> -5.97128e+09
t=0, n=0, r=1, m=36, rp=2 ---------> 2.2934e+12
t=1, n=0, r=1, m=36, rp=2 ---------> 7.97581e+11
t=0, n=1, r=1, m=36, rp=2 ---------> 6.92563e+11
t=1, n=1, r=1, m=36, rp=2 ---------> 1.02515e+12
t=0, n=2, r=1, m=36, rp=2 ---------> 7.23601e+11
t=1, n=2, r=1, m=36, rp=2 ---------> 1.11701e+12
t=0, n=3, r=1, m=36, rp=2 ---------> 1.54432e+12
t=1, n=3, r=1, m=36, rp=2 ---------> 6.02064e+11
t=0, n=4, r=1, m=36, rp=2 ---------> 4.79502e+11
t=1, n=4, r=1, m=36, rp=2 ---------> 1.38231e+11
t=0, n=5, r=1, m=36, rp=2 ---------> 1.48032e+12
t=1, n=5, r=1, m=36, rp=2 ---------> 2.8304e+11
t=0, n=6, r=1, m=36, rp=2 ---------> 1.48334e+12
t=1, n=6, r=1, m=36, rp=2 ---------> 6.28201e+11
t=0, n=7, r=1, m=36, rp=2 ---------> 8.05683e+11
t=1, n=7, r=1, m=36, rp=2 ---------> 5.88437e+11
t=0, n=8, r=1, m=36, rp=2 ---------> 1.18503e+12
t=1, n=8, r=1, m=36, rp=2 ---------> 7.39025e+11
t=0, n=9, r=1, m=36, rp=2 ---------> 2.09285e+12
t=1, n=9, r=1, m=36, rp=2 ---------> 2.03875e+12
t=0, n=10, r=1, m=36, rp=2 ---------> 1.33972e+12
t=1, n=10, r=1, m=36, rp=2 ---------> 3.61634e+11
t=0, n=11, r=1, m=36, rp=2 ---------> 1.28703e+12
t=1, n=11, r=1, m=36, rp=2 ---------> 4.78995e+11
t=0, n=12, r=1, m=36, rp=2 ---------> 1.28993e+12
t=1, n=12, r=1, m=36, rp=2 ---------> -1.62914e+10
t=0, n=13, r=1, m=36, rp=2 ---------> 1.4422e+12
t=1, n=13, r=1, m=36, rp=2 ---------> 1.44677e+12
t=0, n=14, r=1, m=36, rp=2 ---------> 7.11997e+11
t=1, n=14, r=1, m=36, rp=2 ---------> 1.40157e+12
t=0, n=15, r=1, m=36, rp=2 ---------> 1.74476e+12
t=1, n=15, r=1, m=36, rp=2 ---------> -5.64178e+08
t=0, n=16, r=1, m=36, rp=2 ---------> 1.11502e+12
t=1, n=16, r=1, m=36, rp=2 ---------> -3.00031e+11
t=0, n=17, r=1, m=36, rp=2 ---------> 8.69121e+11
t=1, n=17, r=1, m=36, rp=2 ---------> 8.32884e+11
t=0, n=18, r=1, m=36, rp=2 ---------> 1.07627e+12
t=1, n=18, r=1, m=36, rp=2 ---------> -8.22005e+10
t=0, n=19, r=1, m=36, rp=2 ---------> 3.66328e+11
t=1, n=19, r=1, m=36, rp=2 ---------> -1.26825e+11
t=0, n=20, r=1, m=36, rp=2 ---------> 1.08776e+12
t=1, n=20, r=1, m=36, rp=2 ---------> 1.18054e+11
t=0, n=21, r=1, m=36, rp=2 ---------> 4.45734e+11
t=1, n=21, r=1, m=36, rp=2 ---------> -4.09349e+11
t=0, n=22, r=1, m=36, rp=2 ---------> 1.81348e+12
t=1, n=22, r=1, m=36, rp=2 ---------> 5.656e+11
t=0, n=23, r=1, m=36, rp=2 ---------> 6.349e+11
t=1, n=23, r=1, m=36, rp=2 ---------> 6.67079e+11
t=0, n=24, r=1, m=36, rp=2 ---------> 2.38506e+12
t=1, n=24, r=1, m=36, rp=2 ---------> 2.35636e+10
t=0, n=25, r=1, m=36, rp=2 ---------> 1.51638e+12
t=1, n=25, r=1, m=36, rp=2 ---------> 8.82591e+11
t=0, n=26, r=1, m=36, rp=2 ---------> 7.00806e+11
t=1, n=26, r=1, m=36, rp=2 ---------> 5.5638e+11
t=0, n=27, r=1, m=36, rp=2 ---------> 9.75139e+11
t=1, n=27, r=1, m=36, rp=2 ---------> 1.51071e+11
t=0, n=28, r=1, m=36, rp=2 ---------> 2.45004e+12
t=1, n=28, r=1, m=36, rp=2 ---------> -1.0243e+11
t=0, n=29, r=1, m=36, rp=2 ---------> 3.92581e+11
t=1, n=29, r=1, m=36, rp=2 ---------> 4.30633e+10
t=0, n=30, r=1, m=36, rp=2 ---------> 2.29461e+12
t=1, n=30, r=1, m=36, rp=2 ---------> 4.38564e+11
t=0, n=31, r=1, m=36, rp=2 ---------> 1.61488e+12
t=1, n=31, r=1, m=36, rp=2 ---------> 4.10115e+11
t=0, n=32, r=1, m=36, rp=2 ---------> 1.67141e+12
t=1, n=32, r=1, m=36, rp=2 ---------> 1.89173e+11
t=0, n=33, r=1, m=36, rp=2 ---------> 2.09082e+11
t=1, n=33, r=1, m=36, rp=2 ---------> 5.86627e+11
t=0, n=34, r=1, m=36, rp=2 ---------> 8.14487e+11
t=1, n=34, r=1, m=36, rp=2 ---------> 5.78561e+11
t=0, n=35, r=1, m=36, rp=2 ---------> 4.71631e+11
t=1, n=35, r=1, m=36, rp=2 ---------> 6.53033e+11
t=0, n=36, r=1, m=36, rp=2 ---------> 4.11736e+11
t=1, n=36, r=1, m=36, rp=2 ---------> 2.13066e+10
t=0, n=37, r=1, m=36, rp=2 ---------> 1.01131e+12
t=1, n=37, r=1, m=36, rp=2 ---------> 1.36685e+12
t=0, n=38, r=1, m=36, rp=2 ---------> 1.03442e+12
t=1, n=38, r=1, m=36, rp=2 ---------> 1.20074e+11
t=0, n=39, r=1, m=36, rp=2 ---------> 7.67716e+11
t=1, n=39, r=1, m=36, rp=2 ---------> 4.26433e+11
t=0, n=40, r=1, m=36, rp=2 ---------> 9.18657e+11
t=1, n=40, r=1, m=36, rp=2 ---------> 7.00114e+11
t=0, n=41, r=1, m=36, rp=2 ---------> 9.27846e+11
t=1, n=41, r=1, m=36, rp=2 ---------> -8.98726e+11
t=0, n=42, r=1, m=36, rp=2 ---------> 8.01495e+11
t=1, n=42, r=1, m=36, rp=2 ---------> -2.57624e+10
t=0, n=43, r=1, m=36, rp=2 ---------> 7.23958e+11
t=1, n=43, r=1, m=36, rp=2 ---------> -2.54715e+11
t=0, n=44, r=1, m=36, rp=2 ---------> -1.51519e+10
t=1, n=44, r=1, m=36, rp=2 ---------> 1.96248e+11
t=0, n=0, r=2, m=36, rp=2 ---------> -3.77112e+12
t=1, n=0, r=2, m=36, rp=2 ---------> -2.06934e+12
t=0, n=1, r=2, m=36, rp=2 ---------> -2.49042e+12
t=1, n=1, r=2, m=36, rp=2 ---------> -1.19408e+12
t=0, n=2, r=2, m=36, rp=2 ---------> -2.46678e+12
t=1, n=2, r=2, m=36, rp=2 ---------> -2.01391e+12
